index,text
EC15364,"<s>Human: This incident occurred on January 25, 2022, at 6:00 AM, in Bremerton, Kitsap, on the 304 route increasing milepost direction at milepost 2.11. The location is an Urban - Principal Arterial, at an intersection and not related to a driveway. The specific characteristics of the location are unknown.The level of access control is Non Limited Access Least Restrictive, speed limit is 25, average annual daily traffic is 18000. The road width is 42 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, has no barriers in the median and the width of the median is unknown. It is unknown if the accident occurred in a work zone, and it happened under dark conditions but with street lights on, on a dry road surface.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving west, in the direction of a decreasing milepost, Vehicle2 was also moving west, in the same direction. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is unknown commercial vehicle. The Combination of Airbag Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, Not Ejected, and was distracted by Other Distractions. Person 1: Motor Vehicle Driver, Male, 26, Restraint Use Unknown. Person 2: Motor Vehicle Passenger, unknown gender, 21, Restraint Use Unknown.

The unit 2, is a Vanette Under 10,000 lb non-commercial vehicle. The Airbag status is unknown. The vehicle had No Defects. The driver was Stopped for Traffic, and no information on ejection is available. No violations or distinct driving factors are reported for this driver. Person 3: Motor Vehicle Driver, unknown gender, 22, Restraint Use Unknown. Person 4: Motor Vehicle Passenger, unknown gender, 27, Restraint Use Unknown.

The unit 3 is unknown commercial vehicle. The Airbag status is unknown. The vehicle had No Defects. The driver was Stopped for Traffic, and no information on ejection is available. No violations or distinct driving factors are reported for this driver. Person 5: Motor Vehicle Driver, unknown gender, 23, Restraint Use Unknown.
</s><s>Assistant: <ZERO>
<\s>"
EC97355,"<s>Human: This incident occurred on January 21, 2022, at 7:00 PM, in Kennewick, Benton County, on the 395 route increasing milepost direction at milepost 22.33. The location is an Urban - Principal Arterial, at an intersection and related to a driveway. Further details about the specific characteristics of the location are unknown. The roadway class is classified as Urban Freeways.The level of access control is Limited Access Partially Controlled, speed limit is 50, average annual daily traffic is 23,000. The road width is 48, the road surface is made of Portland Concrete Cement, the right and left shoulders width is 10 and unknown, and the surface type of the left shoulder is unknown. This road has a median-separated design with an unprotected barrier in the median and the width of the median is 16. Unknown occurrence in work zone, in light conditions, it was dark with street lights on, and the road surface was dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving southeast, in the direction of entering a major roadway from the left, Vehicle2 were moving southeast, in the direction of entering a major roadway from the left. The first vehicle was backing up as the second vehicle was stopped in traffic, legally standing.The unit 1, is a Vanette Under 10,000 lb special vehicle type, not a commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was backing, was not ejected, and the contributing factor was improper backing. Person 1: Motor Vehicle Driver, Male, 23, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, not a commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was stopped in the roadway, was not ejected, and there were no violations or contributing factors. Person 1: Motor Vehicle Driver, Male, 35, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC09986,"<s>Human: This incident occurred on January 4, 2022, at 11:00 PM, in the county of King on 900 route increasing milepost direction at milepost 1.23. The location is an Urban - Principal Arterial. The accident did not take place at an intersection and is not related to a driveway. Further details about the road character are unknown, but it is described as an Urban Multilane Undivided Non-Freeway. The city in which the accident occurred is unknown.The level of access control is Non Limited Access Average Restriction, speed limit is 50, average annual daily traffic is 21000. The road width is 44, the road surface is made of Portland Concrete Cement, the right and left shoulders width is 8 and unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, and there is no information about a median barrier or the width of the median. The accident did not specify whether it occurred in a work zone, occurred under dark conditions with no street lights, and the road surface was wet.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northwest, in the direction of decreasing milepost. The first vehicle was moving straight. The information regarding the second vehicle is not applicable or unknown.The unit 1, is an unknown special vehicle type, not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or contributing factors reported. Person 1: Motor Vehicle Driver, Female, 48, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
3894933,"<s>Human: This incident occurred on November 4, 2022, at 10:00 PM, in Seattle, King County, on the 522 route increasing milepost direction at milepost 1.26. The location is an Urban - Principal Arterial, at a place related to an intersection but not at the intersection itself. Details on the specific characteristics of the location are unknown.The level of access control is Non Limited Access Less Restrictive, speed limit is 35, average annual daily traffic is 33000. The road width is 53 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated; there is no median barrier and the width of median is non-existent. The accident did not specify whether it occurred in a work zone, and the conditions at the time of the accident were dark with street lights on and the road surface was wet.There were no pedestrians involved, 3 vehicles involved. The accident has influence of alcohol. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost, Vehicle2 was moving north, in the direction of increasing milepost. Both vehicles were moving straight.The unit 1, is an unknown special vehicle type, non-commercial vehicle. The airbag deployment is unknown. The vehicle has no defects. The driver was going straight ahead. Person 1: Motor Vehicle Passenger, Female, 32, Restraint use is unknown; Person 2: Motor Vehicle Driver, Male, 40, Restraint use is unknown.

The unit 2, is an unknown special vehicle type, non-commercial vehicle. The airbag deployment status is unknown. The vehicle has no defects. The driver was going straight ahead and there are factors of following too closely. Person 3: Motor Vehicle Driver, Male, 36, Restraint use is unknown and helmet status is unknown.

The unit 3, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was slowing and has no contributing factors or violations. Person 4: Motor Vehicle Driver, Female, 45, Restraint use is unknown.
</s><s>Assistant: <ZERO>
<\s>"
EC91110,"<s>Human: This incident occurred on October 7, 2022, at 11:00 AM, in Edmonds, Snohomish, on the 524 route increasing milepost direction at milepost 0.57. The location is an Urban - Principal Arterial, at an intersection and related to a driveway, although further location characteristics are unknown.The level of access control is Non Limited Access Least Restrictive, speed limit is 25, average annual daily traffic is 2000. The road width is 22, the road surface is made of Asphalt, the right and left shoulders width is 6 and unknown, respectively, and the surface type of the left shoulder is unknown. This road is not median-separated with unknown median barrier and width. Unknown in work zone, in daylight with a dry road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving westward, in the direction of entering a major roadway from the left, Vehicle2 was moving southward, in the direction of increasing milepost. The first vehicle was attempting to turn left while the second vehicle was also turning left.The unit 1, is a Vanette Under 10,000 lb, not a commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was distracted with unknown distractions and disregarded traffic signs and signals. Person 1: Motor Vehicle Driver, Female, 75, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, not a commercial vehicle. The front airbag deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or factors contributing to the crash. Person 2: Motor Vehicle Driver, Male, 72, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC77182,"<s>Human: This incident occurred on August 16, 2022, at 12:00 PM, in Lynnwood, Snohomish, on the 005 route increasing in the milepost direction at milepost 0.12. The location is an Urban - Interstate, described as intersection related but not at intersection, with no specific characteristic information provided. The roadway classification at the time of the accident was an Urban Freeway with less than 4 lanes.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 26 feet, the road surface is made of Asphalt, the right and left shoulders width is 8 and 3 feet, respectively, and the surface type of the left shoulder is Asphalt. This road is not median-separated, and there is no median width or barrier information provided. The accident occurred in an unknown work zone status, during daylight with dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving in a northerly direction, in the direction of increasing milepost, Vehicle2 was also moving north, in the direction of increasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was assessed for exceeding reasonable safe speed. Person 1: Motor Vehicle Driver, Male, 40, Lap & Shoulder Used.

The unit 2, is also a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle again had no defects. This driver was stopped at a signal or stop sign, was not ejected, and had no violations or contributing factors recorded. Person 1: Motor Vehicle Driver, Female, 41, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC78462,"<s>Human: This incident occurred on August 28, 2022, at an unknown time, in an unknown city, Grays Harbor, on route 105 increasing milepost direction at milepost 43.33. The location is a Rural - Minor Arterial, not at an intersection and not related to a driveway. The road classification is Rural 2 Lane Roads.The level of access control is Non Limited Access More Than Average Restriction, speed limit is 55, average annual daily traffic is 6400. The road width is 22, the road surface is made of Bituminous, the right and left shoulders width is 8 and unknown, and the surface type of the left shoulder is unknown. This road is not median-separated with an unknown type of barrier in the median and the median width is unknown. Unknown if it occurred in a work zone, the light condition during the accident was dark with no street lights and the road surface condition was dry.There were no pedestrians involved, 1 vehicle involved. The accident has an influence of alcohol or drugs. There was a Guardrail - Face object involved. Vehicle1 was moving southwest, in the direction of decreasing milepost. Vehicle2 movement or direction is not applicable. The first vehicle was moving straight.The unit 1, is unknown commercial vehicle. The front airbag deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was under the influence of alcohol. Person 1: Motor Vehicle Driver, Male, 28, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC99957,"<s>Human: This incident occurred on October 29, 2022, at 11:00 AM, in Everett, Snohomish, on the 005 route increasing milepost direction at milepost 0.4. The location is an Urban - Interstate, not at an intersection and not related to a driveway. The specific characteristics of the location are unknown, and the roadway is classified as an Urban Freeway with less than 4 lanes.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 24 feet, the road surface is made of Asphalt, the right and left shoulders width is 10 feet and unknown respectively, and the surface type of the left shoulder is unknown. This road is not median-separated, and there is no information about the type of barrier in the median or the median width. The occurrence in a work zone is unknown, but it is noted that the accident took place in daylight with dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost, Vehicle2 was also moving north, in the direction of increasing milepost. Both the first and second vehicle were moving straight.The unit 1, is of unknown special vehicle type and is not a commercial vehicle. The airbag status is unknown. The vehicle condition has no defects. The driver was going straight ahead, with unknown driver ejection status and no reported violations or factors. Person 1: Motor Vehicle Passenger, Female, 27, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, not a commercial vehicle. The airbag was not deployed. The vehicle condition has no defects. The driver was slowing, not ejected, and no violations or factors reported. Person 2: Motor Vehicle Driver, Male, 29, Lap & Shoulder Used. Person 3: Motor Vehicle Driver, Female, 68, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC31565,"<s>Human: This incident occurred on March 23, 2022, at 1:00 PM, in unknown, Clallam, on the 101 route increasing milepost direction at milepost 250.84. The location is an Urban - Principal Arterial, related to an intersection but not located at the intersection itself. Unfortunately, additional characteristics of the location weren't provided.The level of access control is Non-Limited Access Average Restriction, speed limit is 40, average annual daily traffic is 29000. The road width is 69, the road surface is made of Asphalt, the right and left shoulders width is 8 and unknown respectively, and the surface type of the left shoulder is unknown. This road is not median-separated; there is no median barrier, and the width of the median is 0. The accident occurred in an unknown status in the work zone, during daylight with the road surface being wet.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were objects involved described as Other Objects. Vehicle1 was moving Northeast, in the direction of Increasing milepost. The description of Vehicle1's event is Moving Straight. Information regarding Vehicle2 is not applicable as it does not seem to be involved in this particular incident.The unit 1, is a Trailer - Utility, non-commercial vehicle. The vehicle is not airbag equipped. The vehicle has no defects. The driver was slowing down, was not ejected, and was operating at a speed exceeding reasonable safety limits. Person 1: Motor Vehicle Driver, Male, 40, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC98253,"<s>Human: This incident occurred on October 26, 2022, at 4:00 PM, in Kent, King County, on the 167 route in the increasing milepost direction at milepost 20.9. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway or other notable location characteristics. The roadway is classified as an Urban Freeway.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 107000. The road width is 68, the road surface is made of Portland Concrete Cement, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road has a median-separated feature, with a JERSEY TYPE BARRIER as the barrier in the median and the width of the median is 20. The accident did not occur in work zone, and it took place in daylight with dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving straight, in the direction of decreasing milepost, Vehicle2 was stopped in traffic, legally standing, also in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic legally standing.The unit 1, is an unknown special vehicle type, not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was cited for following too closely. Person 1: Motor Vehicle Driver, Female, 22, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was stopped for traffic, was not ejected, and had no violations or contributing factors. Person 1: Motor Vehicle Driver, Male, 40, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC72049,"<s>Human: This incident occurred on August 1, 2022, at 18:00, in Marysville, Snohomish, on the 528 route increasing milepost direction at milepost 0.27. The location is an Urban - Principal Arterial, at an intersection and related to a driveway. The detailed characteristics of the location are unknown. The road is classified as an Urban Multilane Undivided Non-Freeway.The level of access control is Non-Limited Access Least Restrictive, speed limit is 25, average annual daily traffic is 27000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated, with an unknown type of barrier in the median and the width of median being 0. It is unknown if the accident occurred in a work zone, in daylight with dry road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of entering a major roadway from the left, Vehicle2 was moving west, in the direction of decreasing milepost. The first vehicle was attempting to turn right when the second vehicle, which was moving straight.The unit 1, is unknown, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was making a right turn, was not ejected, and contributed to the accident by making an improper turn. Person 1: Motor Vehicle Driver, Male, 65, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or factors contributing to the accident. Person 2: Motor Vehicle Driver, Female, 34, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC83186,"<s>Human: This incident occurred on September 10, 2022, at 1:00 PM, in an unknown city, Kitsap county, on the 303 route increasing milepost direction at milepost 3.91. The location is an Urban - Principal Arterial, at an intersection that is related to a driveway. Additional information about the precise nature of the roadway classifies it as an Urban Multilane Undivided Non-Freeway.The level of access control is Limited Access Modified Controlled, speed limit is 40, average annual daily traffic is 35000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 8 and 0, and the surface type of the left shoulder is unknown. This road is not median-separated and does not have a median barrier or a specified median width. Unknown in work zone, with the light condition being daylight and the road surface condition is dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of decreasing milepost, Vehicle2 was moving south, in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The Airbag deployment status is unknown. The vehicle had no defects. The driver was going straight ahead, but no information on driver ejection or violations is provided. Person 1: Motor Vehicle Driver, Female, 32, Lap & Shoulder Used. Person 2: Motor Vehicle Passenger, Male, 1, Child Restraint Forward Facing. Person 3: Motor Vehicle Passenger, Male, 2, Child Restraint Forward Facing.

The unit 2, is unknown type, non-commercial vehicle. The Airbag was not deployed. The vehicle had no defects. The driver was stopped at a signal or stop sign and was not ejected; there were no violations or factors reported. Person 4: Motor Vehicle Driver, Male, 21, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC88206,"<s>Human: This incident occurred on September 27, 2022, at 11:00 AM, in the city of Richland, Benton County, on the 240 route, increasing milepost direction at milepost 36.5. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway. The specific characteristics of the location are unknown.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 54,000. The road width is 60, the road surface is made of Portland Concrete Cement, the right and left shoulders width is 10, and the surface type of the left shoulder is Asphalt. This road has a median-separated design with a CABLE type barrier in the median and the width of median is 40. The accident occurred not in a work zone, during daylight with dry road surface conditions.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved, which was a fence. Vehicle1 was moving west, in the direction of decreasing milepost. Vehicle2's movement is unknown. The first vehicle had a trailer in tow.The unit 1, is a Trailer - Utility, non-commercial vehicle. The airbag deployment status is unknown. The vehicle had no defects. The driver was going straight ahead, and there is no record of ejection or violations or factors contributing to the accident. In this unit, there are multiple people involved: 
Person 1: Motor Vehicle Driver, Male, 39, Lap & Shoulder Used
Person 2: Motor Vehicle Passenger, Male, 32, Lap & Shoulder Used
Person 3: Motor Vehicle Passenger, Male, 33, Lap & Shoulder Used
</s><s>Assistant: <ZERO>
<\s>"
EC21944,"<s>Human: This incident occurred on February 12, 2022, at 7:00 AM, in Lakewood, Pierce, on the 005 route increasing milepost direction at milepost 0.13. The location is an Urban - Principal Arterial, at an intersection and not related to a driveway, with unknown specific location characteristics.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 84, the road surface is made of Asphalt, the right and left shoulders width is 6 and unknown, and the surface type of the left shoulder is unknown. This road is median-separated with a JERSEY TYPE BARRIER in the median and the width of the median is 4. It is unknown if the accident occurred in a work zone. The crash happened when it was dark but with street lights on, and the road surface was dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving west, in the direction of decreasing milepost, Vehicle2 was also moving west, in the direction of decreasing milepost. Both vehicles were moving straight.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbags did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or contributing factors. Person 1: Motor Vehicle Driver, Male, 63, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbags did not deploy. The vehicle again had no defects. The driver was going straight ahead, was not ejected, and had no violations or contributing factors. Person 1: Motor Vehicle Driver, Male, 34, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC86931,"<s>Human: This incident occurred on September 24, 2022, at 14:00, in the city of Hoquiam, Grays Harbor county, on the 101 route with increasing milepost direction at milepost 86.42. The location is an Urban - Principal Arterial at an intersection and related to a driveway but the specific characteristics are unknown. The road is classified as an Urban 2 Lane Road.The level of access control is Non Limited Access Less Restrictive, speed limit is 30, average annual daily traffic is 12000. The road width is 40, the road surface is made of Asphalt, the right and left shoulders width is from 0, 0, and the surface type of the left shoulder is unknown. This road is not median-separated since there is no median width or barrier indicated. The accident did not occur in a work zone, as it is not specified. The road conditions were dry, and the incident took place during daylight.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of entering a major roadway from the left. Vehicle2 was also moving north, in the same direction. Both vehicles were attempting to turn left when the accident occurred.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was making a left turn, was not ejected, and contributed to the accident by following too closely. Person 1: Motor Vehicle Driver, Male, 67, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was making a left turn, was not ejected, and there were no contributing factors from this driver to the accident. Person 1: Motor Vehicle Driver, Male, 34, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC46551,"<s>Human: This incident occurred on May 9, 2022, at 14:00, in unknown, Pierce, on the 167 route in the increasing milepost direction at milepost 3.65. The location is an Urban - Principal Arterial, at an intersection and related. The road classification was Urban Multilane Undivided Non-Freeway.The level of access control is Non Limited Access Average Restriction, speed limit is 50, average annual daily traffic is 27000. The road width is 53, the road surface is made of Asphalt, the right and left shoulders width is 8 and unknown, respectively, and the surface type of the left shoulder is unknown. This road is not median-separated, has no barrier in the median and the width of median is unknown. The conditions regarding if the accident occurred in a work zone is unknown, in daylight and the road surface condition was dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle 1 was moving northwest, in the direction of decreasing milepost, while Vehicle 2 was also moving northwest, in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is an unknown special vehicle type, non-commercial vehicle. The Airbag deployment is unknown. The vehicle conditions were reported with no defects. The driver was going straight ahead, but it is unknown if ejection occurred and the driver was reportedly exceeding reasonable and safe speed. Person 1 in this unit is unknown: Motor Vehicle Driver with unknown age and gender, and an unknown restraint used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The Airbag was not deployed. The vehicle conditions were reported with no defects. The driver was stopped at a signal or stop sign and was not ejected, with no violations or contributing factors reported. Person 1: Motor Vehicle Driver, Male, 62, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC46881,"<s>Human: This incident occurred on May 13, 2022, at 21:00 hours, in unknown city, Asotin county, on the 129 route increasing milepost direction at milepost 38.7. The location is an Urban - Minor Arterial, not at an intersection and not related to a driveway or any other specific location characteristic.The level of access control is Non Limited Access Less Restrictive, speed limit is 55 mph, average annual daily traffic is 7400. The road width is 22 feet, the road surface is made of Asphalt, the right and left shoulders width is 4 and 0 feet respectively, and the surface type of the left shoulder is unknown. This road is not median-separated and has no median barrier. The accident occurred under unknown conditions in work zone, in darkness with no street lights, and the road surface was dry.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving Northeast, in the direction of increasing milepost. Vehicle2 movement is unknown. The first vehicle was moving straight.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or contributing factors. Person 1: Motor Vehicle Driver, Male, 68, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC97854,"<s>Human: This incident occurred on October 27, 2022, at 12:00 PM, in the county of Pacific, on route 103 in the increasing milepost direction near milepost 0.08. The location is a Rural - Collector, at an intersection and related to a driveway, on a rural 2-lane road. Although the specific city is unknown, the accident happened in a rural area as indicated by the RUR_URB designation.The level of access control is Non Limited Access Least Restrictive, speed limit is 35, average annual daily traffic is 8300. The road width is 40, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated with no median barrier and the median width is unknown. Unknown if it occurred in a work zone, in daylight with a dry road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident had no influence of alcohol or drugs. There were objects involved; specifically, a trailer was parked, whether legally or not, which was involved in the accident. Vehicle1 was moving north, in the direction of increasing milepost, while Vehicle2 was moving south, in the direction of decreasing milepost. The first vehicle was attempting to turn left when the second vehicle, which was moving straight.The unit 1, is an unknown type of vehicle, and not a commercial vehicle as there is no axles number information available. The Front Airbag Deployed. The vehicle had no defects. The driver was making a left turn, was not ejected, and did not grant right of way to another vehicle. Person 1: Motor Vehicle Driver, Female, 21, Lap & Shoulder Used.

The unit 2, is an unknown type of vehicle, and not a commercial vehicle as there is no axles number information available. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and reported no violations or contributing factors. Person 1: Motor Vehicle Driver, Female, 21, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC40521,"<s>Human: This incident occurred on April 25, 2022, at 4:00 PM, in Bellevue, King County, on the 405 route increasing milepost direction at milepost 10.38. The location is an Urban - Interstate, not at an intersection and not related to a driveway or any other specific location characteristic. The roadway classification is Urban Freeways.The level of access control is Limited Access Fully Controlled, the speed limit is 60, and the average annual daily traffic is 135000. The road width is 60 feet, and the road surface is made of Asphalt. Both the right and left shoulders are 10 feet in width, and the surface type of the left shoulder is Asphalt. This road is median-separated with a Guard Rail barrier in the median, and the median width is 38 feet. The accident did not occur in a work zone. It happened during daylight, and the road surface condition was wet.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving in the Northeast direction, in the direction of increasing milepost, Vehicle2 was also moving in the Northeast direction, in the direction of increasing milepost. Both the first vehicle and the second vehicle were moving straight.The unit 1 is a Vanette Under 10,000 lb, not a commercial vehicle. The Combination of Airbag Deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and contributed to the accident by following too closely. Person 1: Motor Vehicle Driver, Male, 69, Lap & Shoulder Used.

The unit 2 is a Vanette Under 10,000 lb, not a commercial vehicle. The Airbag Did Not Deploy. The vehicle had no defects. The driver was slowing, was not ejected, and did not contribute to the accident. Person 1: Motor Vehicle Driver, Male, 30, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC62334,"<s>Human: This incident occurred on July 7, 2022, at 16:00 hours, in Chelan, Chelan County, on 097 route increasing milepost direction at milepost 34.4. The location is an Urban - Minor Arterial, at an intersection and related to a driveway, although specific location characteristics are unknown.The level of access control is Non Limited Access Least Restrictive, speed limit is 30, average annual daily traffic is 7100. The road width is 58, the road surface is made of Asphalt, the right and left shoulders width is 0 and 0 respectively, and the surface type of the left shoulder is unknown. This road is not median-separated, with no barrier in the median and the width of the median is 0. It is unknown if the accident occurred in a work zone, and the accident took place in daylight with a dry road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving westward, in the direction of entering a major roadway from the right, Vehicle2 was moving northward, in the direction of increasing milepost. The first vehicle was illegally parked in the road or stopped in the roadway when the second vehicle, which was moving straight.The unit 1, is a non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver stopped in the roadway and was not ejected. No violations or factors contributed to the accident. Person 1: Motor Vehicle Driver, Male, 50, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead and was not ejected. No violations or factors contributed to the accident. Person 1: Motor Vehicle Driver, Female, 46, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
